‡T,‡U,‡V,aVR,aVL,aVF,V1,V2,V3,V4,V5,V6
31,15,-16,-23,24,0,27,69,113,90,48,46,
32,15,-17,-23,25,-1,26,69,112,90,47,46,
31,16,-15,-23,23,1,26,69,112,90,46,45,
31,16,-15,-23,23,1,26,67,110,89,46,45,
31,16,-15,-23,23,1,26,66,109,89,46,45,
30,17,-13,-23,22,2,26,64,107,88,47,45,
30,18,-12,-24,21,3,25,62,105,85,47,46,
30,19,-11,-24,21,4,25,61,103,83,46,45,
30,20,-10,-25,20,5,25,59,101,81,44,44,
29,20,-9,-24,19,6,24,57,97,79,42,43,
28,20,-8,-24,18,6,23,54,93,77,40,41,
27,20,-7,-23,17,7,23,52,89,74,39,40,
27,20,-7,-23,17,7,22,50,84,71,37,39,
25,20,-5,-22,15,8,21,48,80,66,35,38,
22,20,-2,-21,12,9,21,45,76,61,34,36,
21,19,-2,-20,12,9,21,43,72,57,32,35,
20,19,-1,-19,11,9,21,39,67,53,29,34,
18,19,1,-18,9,10,21,37,64,50,27,32,
17,18,1,-17,8,10,20,34,59,47,25,29,
15,17,2,-16,7,10,19,30,54,44,23,27,
15,15,0,-15,8,8,19,27,50,41,20,24,
14,13,-1,-13,8,6,19,23,46,36,17,23,
11,13,2,-12,5,8,19,21,42,32,15,21,
10,12,2,-11,4,7,19,19,38,28,12,20,
8,11,3,-9,3,7,19,18,35,25,10,19,
7,10,3,-8,2,7,18,17,32,22,8,17,
7,10,3,-8,2,7,17,14,29,20,7,16,
7,10,3,-8,2,7,17,12,27,18,4,14,
6,9,3,-7,2,6,17,9,24,16,2,13,
5,8,3,-6,1,6,17,7,21,14,1,13,
4,7,3,-5,1,5,17,6,19,12,0,11,
4,5,1,-4,2,3,18,5,18,10,-1,10,
3,3,0,-3,2,2,18,4,16,8,-3,9,
2,3,1,-2,1,2,18,3,13,7,-5,7,
1,1,0,-1,1,1,18,2,11,5,-6,7,
1,1,0,-1,1,1,18,2,10,3,-7,7,
0,0,0,0,0,0,18,1,8,2,-8,5,
-1,-1,0,1,0,0,18,0,8,0,-8,5,
-2,-2,0,2,-1,-1,17,0,7,-1,-8,4,
-1,-2,-1,2,0,-1,16,-1,6,-1,-11,4,
-1,-2,-1,2,0,-1,16,-2,5,-1,-11,4,
-1,-2,-1,2,0,-1,16,-2,4,-2,-12,4,
-2,-2,0,2,-1,-1,17,-2,3,-2,-12,3,
-2,-2,0,2,-1,-1,17,-3,2,-3,-14,3,
-2,-3,-1,3,0,-2,16,-3,2,-4,-14,2,
-3,-3,0,3,-1,-1,16,-3,3,-5,-15,1,
-3,-3,0,3,-1,-1,16,-4,3,-4,-15,1,
-3,-3,0,3,-1,-1,16,-3,3,-4,-15,0,
-3,-3,0,3,-1,-1,16,-3,3,-4,-16,0,
-2,-4,-2,3,0,-3,15,-4,2,-4,-16,-1,
-2,-4,-2,3,0,-3,15,-5,2,-4,-15,-2,
-2,-4,-2,3,0,-3,15,-6,1,-5,-16,-2,
-4,-5,-1,5,-1,-3,15,-6,1,-6,-16,-2,
-4,-5,-1,5,-1,-3,15,-7,1,-6,-16,-2,
-4,-5,-1,5,-1,-3,16,-7,1,-7,-16,-1,
-4,-4,0,4,-2,-2,16,-7,1,-6,-16,0,
-3,-4,-1,4,-1,-2,16,-7,1,-7,-16,0,
-3,-4,-1,4,-1,-2,15,-7,1,-7,-16,0,
-3,-5,-2,4,0,-3,15,-8,1,-8,-16,0,
-3,-6,-3,5,0,-4,16,-7,1,-7,-15,0,
-3,-6,-3,5,0,-4,16,-7,0,-7,-15,-1,
-2,-6,-4,4,1,-5,16,-8,0,-7,-15,-1,
-2,-6,-4,4,1,-5,16,-8,1,-7,-15,-3,
-3,-6,-3,5,0,-4,16,-8,1,-6,-15,-2,
-2,-5,-3,4,1,-4,16,-8,1,-6,-16,-2,
-2,-5,-3,4,1,-4,15,-7,1,-6,-17,-3,
-2,-5,-3,4,1,-4,15,-7,1,-7,-17,-3,
-3,-5,-2,4,0,-3,17,-6,1,-6,-16,-4,
-3,-5,-2,4,0,-3,17,-7,1,-6,-16,-4,
-3,-6,-3,5,0,-4,17,-7,1,-6,-16,-5,
-3,-6,-3,5,0,-4,17,-8,1,-6,-16,-5,
-3,-6,-3,5,0,-4,17,-8,1,-6,-16,-5,
-2,-6,-4,4,1,-5,17,-7,1,-5,-15,-5,
-2,-6,-4,4,1,-5,17,-7,1,-6,-16,-5,
-2,-6,-4,4,1,-5,17,-8,1,-6,-16,-6,
-3,-6,-3,5,0,-4,17,-8,1,-6,-16,-6,
-3,-5,-2,4,0,-3,17,-7,1,-6,-15,-6,
-3,-4,-1,4,-1,-2,17,-6,1,-5,-14,-5,
-2,-4,-2,3,0,-3,17,-6,1,-5,-13,-6,
-2,-4,-2,3,0,-3,17,-6,2,-5,-13,-6,
-3,-4,-1,4,-1,-2,17,-6,3,-5,-14,-6,
-3,-3,0,3,-1,-1,18,-6,4,-4,-13,-6,
-2,-3,-1,3,0,-2,18,-6,4,-4,-13,-6,
-1,-3,-2,2,1,-2,18,-6,4,-3,-13,-6,
-2,-3,-1,3,0,-2,18,-7,4,-4,-13,-7,
-1,-3,-2,2,1,-2,18,-6,4,-3,-12,-6,
-1,-3,-2,2,1,-2,19,-5,5,-3,-11,-6,
-1,-2,-1,2,0,-1,19,-5,5,-3,-11,-6,
0,-2,-2,1,1,-2,19,-5,5,-2,-11,-5,
0,-2,-2,1,1,-2,19,-4,5,-3,-12,-7,
-1,-2,-1,2,0,-1,18,-5,5,-2,-13,-8,
-1,-2,-1,2,0,-1,18,-6,5,-2,-12,-8,
-2,-2,0,2,-1,-1,19,-6,5,-1,-13,-8,
-1,-2,-1,2,0,-1,19,-6,5,-2,-13,-8,
-2,-2,0,2,-1,-1,18,-6,5,-2,-12,-8,
-3,-3,0,3,-1,-1,18,-5,5,-2,-12,-8,
-3,-4,-1,4,-1,-2,18,-5,6,-1,-12,-8,
-3,-4,-1,4,-1,-2,18,-5,6,-1,-12,-6,
-4,-4,0,4,-2,-2,18,-5,6,-1,-12,-6,
-5,-4,1,5,-3,-1,17,-6,5,-1,-12,-6,
-5,-5,0,5,-2,-2,17,-6,6,-1,-12,-6,
-6,-7,-1,7,-2,-4,17,-7,6,-1,-13,-6,
-7,-8,-1,8,-3,-4,17,-7,6,-1,-13,-6,
-6,-8,-2,7,-2,-5,17,-7,6,-2,-12,-7,
-6,-9,-3,8,-1,-6,16,-7,6,-2,-12,-6,
-7,-9,-2,8,-2,-5,16,-8,4,-2,-12,-6,
-7,-10,-3,9,-2,-6,16,-9,4,-2,-11,-6,
-8,-9,-1,9,-3,-5,17,-8,4,-2,-10,-6,
-9,-9,0,9,-4,-4,16,-8,3,-2,-11,-5,
-9,-10,-1,10,-4,-5,15,-9,2,-2,-11,-6,
-10,-10,0,10,-5,-5,15,-9,2,-2,-12,-7,
-11,-11,0,11,-5,-5,14,-9,3,-3,-13,-6,
-11,-11,0,11,-5,-5,14,-11,2,-2,-13,-6,
-11,-10,1,11,-6,-4,14,-11,2,-2,-12,-7,
-10,-9,1,10,-5,-4,14,-10,2,-3,-12,-7,
-10,-9,1,10,-5,-4,14,-10,3,-2,-11,-6,
-10,-9,1,10,-5,-4,14,-10,3,-2,-10,-5,
-10,-9,1,10,-5,-4,14,-9,3,-2,-10,-4,
-10,-9,1,10,-5,-4,15,-9,4,-2,-10,-3,
-9,-7,2,8,-5,-2,15,-9,4,-2,-8,-3,
-9,-5,4,7,-6,0,15,-9,4,-1,-7,-1,
-9,-4,5,7,-7,1,15,-8,4,0,-6,0,
-8,-1,7,5,-7,3,16,-7,5,1,-5,0,
-5,1,6,2,-5,4,16,-6,5,1,-5,1,
-6,4,10,1,-8,7,17,-4,7,2,-4,1,
-6,4,10,1,-8,7,18,-4,8,3,-4,2,
-5,7,12,-1,-8,10,18,-4,9,4,-3,3,
-5,7,12,-1,-8,10,19,-2,11,5,-2,4,
-5,9,14,-2,-9,12,19,-2,11,5,-2,4,
-5,9,14,-2,-9,12,19,-3,10,6,-1,3,
-5,10,15,-2,-10,13,19,-3,10,6,-1,3,
-4,12,16,-4,-10,14,19,-3,11,6,0,4,
-4,13,17,-4,-10,15,20,-3,11,6,-1,4,
-4,16,20,-6,-12,18,20,-2,12,7,0,4,
-3,19,22,-8,-12,21,18,-3,12,8,1,6,
-4,22,26,-9,-15,24,19,-5,13,8,2,8,
-4,24,28,-10,-16,26,17,-6,12,9,3,8,
-4,26,30,-11,-17,28,15,-9,10,9,4,9,
-4,27,31,-11,-17,29,12,-11,10,9,5,9,
-3,28,31,-12,-17,30,10,-14,9,10,5,9,
-2,30,32,-14,-17,31,8,-17,9,10,6,9,
-1,31,32,-15,-16,32,6,-17,8,11,6,10,
-1,31,32,-15,-16,32,5,-18,8,11,7,10,
0,30,30,-15,-15,30,4,-19,8,11,7,11,
0,31,31,-15,-15,31,4,-19,8,12,8,12,
1,31,30,-16,-14,31,3,-20,8,12,9,11,
1,31,30,-16,-14,31,3,-19,8,11,10,11,
2,31,29,-16,-13,30,3,-19,8,11,10,11,
3,30,27,-16,-12,29,2,-20,7,10,9,12,
3,28,25,-15,-11,27,2,-21,7,10,8,11,
2,28,26,-15,-12,27,1,-22,6,9,8,10,
1,27,26,-14,-12,27,1,-22,6,8,8,10,
1,25,24,-13,-11,25,1,-22,5,8,8,10,
1,23,22,-12,-10,23,2,-22,3,8,7,9,
2,20,18,-11,-8,19,2,-23,2,7,5,7,
2,17,15,-9,-6,16,1,-24,0,6,4,6,
0,14,14,-7,-7,14,1,-24,0,4,2,4,
-2,8,10,-3,-6,9,1,-25,-1,2,0,3,
-4,4,8,0,-6,6,2,-25,-2,0,-2,1,
-5,1,6,2,-5,4,2,-24,-3,-1,-3,0,
-6,-1,5,4,-5,2,4,-23,-4,-2,-4,-2,
-6,-3,3,5,-4,0,5,-23,-5,-4,-7,-3,
-8,-5,3,7,-5,-1,5,-23,-6,-6,-9,-4,
-9,-8,1,9,-5,-3,6,-23,-7,-7,-11,-7,
-10,-10,0,10,-5,-5,7,-23,-7,-8,-13,-10,
-11,-11,0,11,-5,-5,7,-22,-8,-9,-14,-11,
-11,-11,0,11,-5,-5,7,-21,-7,-8,-15,-11,
-11,-13,-2,12,-4,-7,7,-21,-8,-9,-15,-12,
-11,-16,-5,14,-3,-10,8,-22,-8,-10,-15,-13,
-11,-16,-5,14,-3,-10,8,-22,-9,-11,-16,-13,
-11,-18,-7,15,-2,-12,8,-22,-10,-12,-16,-13,
-11,-19,-8,15,-1,-13,8,-22,-11,-13,-17,-13,
-11,-20,-9,16,-1,-14,8,-21,-11,-13,-19,-14,
-11,-20,-9,16,-1,-14,9,-21,-13,-15,-20,-16,
-10,-21,-11,16,1,-16,9,-21,-13,-15,-20,-16,
-10,-21,-11,16,1,-16,9,-21,-13,-15,-20,-16,
-10,-21,-11,16,1,-16,9,-22,-13,-16,-21,-16,
-11,-22,-11,17,0,-16,9,-21,-13,-16,-20,-16,
-11,-22,-11,17,0,-16,9,-21,-12,-15,-20,-16,
-11,-22,-11,17,0,-16,9,-20,-13,-16,-21,-15,
-11,-23,-12,17,1,-17,9,-21,-14,-17,-22,-16,
-11,-23,-12,17,1,-17,8,-22,-13,-17,-22,-16,
-12,-25,-13,19,1,-19,8,-22,-14,-18,-22,-16,
-11,-26,-15,19,2,-20,9,-22,-14,-18,-23,-16,
-11,-26,-15,19,2,-20,9,-22,-13,-18,-22,-16,
-12,-25,-13,19,1,-19,9,-22,-13,-17,-22,-16,
-12,-25,-13,19,1,-19,9,-22,-13,-17,-22,-16,
-14,-27,-13,21,0,-20,9,-22,-13,-17,-22,-17,
-15,-27,-12,21,-1,-19,9,-22,-13,-18,-23,-16,
-15,-28,-13,22,-1,-20,9,-21,-13,-18,-22,-17,
-15,-28,-13,22,-1,-20,8,-21,-13,-18,-22,-17,
-15,-29,-14,22,0,-21,8,-20,-14,-19,-23,-17,
-15,-29,-14,22,0,-21,8,-20,-13,-18,-22,-17,
-14,-28,-14,21,0,-21,9,-19,-13,-18,-22,-16,
-14,-28,-14,21,0,-21,9,-19,-13,-17,-22,-15,
-14,-28,-14,21,0,-21,9,-19,-13,-17,-22,-14,
-14,-28,-14,21,0,-21,9,-19,-13,-18,-22,-14,
-13,-29,-16,21,2,-22,10,-17,-12,-19,-24,-16,
-12,-32,-20,22,4,-26,10,-15,-10,-18,-25,-18,
-12,-34,-22,23,5,-28,12,-12,-7,-17,-25,-18,
-11,-34,-23,23,6,-28,13,-10,-2,-15,-25,-19,
-9,-34,-25,22,8,-29,16,-6,5,-8,-24,-19,
-8,-30,-22,19,7,-26,19,0,18,2,-22,-17,
-6,-24,-18,15,6,-21,21,9,36,18,-14,-14,
-1,-16,-15,9,7,-15,21,16,52,36,-4,-6,
3,-4,-7,1,5,-5,19,16,61,53,12,5,
8,12,4,-10,2,8,16,7,58,68,35,23,
12,31,19,-21,-3,25,7,-16,41,79,64,48,
20,55,35,-37,-7,45,-11,-51,17,92,104,81,
27,84,57,-55,-15,71,-32,-87,-4,112,149,121,
32,113,81,-72,-24,97,-53,-118,-21,132,193,160,
34,140,106,-87,-36,123,-73,-148,-39,148,231,194,
35,161,126,-98,-45,144,-99,-181,-62,160,264,224,
36,179,143,-107,-53,161,-127,-216,-89,167,290,248,
34,195,161,-114,-63,178,-156,-253,-119,168,313,269,
32,208,176,-120,-72,192,-179,-284,-150,162,329,284,
31,211,180,-121,-74,196,-194,-305,-178,150,335,292,
30,202,172,-116,-71,187,-200,-315,-201,129,324,287,
26,180,154,-103,-64,167,-200,-317,-224,90,290,265,
20,147,127,-83,-53,137,-200,-315,-241,43,237,232,
14,109,95,-61,-40,102,-200,-310,-249,-6,173,188,
6,66,60,-36,-27,63,-195,-299,-253,-57,96,133,
-5,22,27,-8,-16,25,-181,-279,-252,-109,16,72,
-18,-10,8,14,-13,-1,-159,-252,-247,-146,-43,24,
-22,-32,-10,27,-6,-21,-135,-221,-234,-158,-72,-5,
-22,-42,-20,32,-1,-31,-110,-187,-211,-151,-80,-19,
-20,-46,-26,33,3,-36,-86,-152,-180,-133,-77,-23,
-18,-45,-27,32,5,-36,-61,-117,-145,-112,-70,-23,
-16,-42,-26,29,5,-34,-39,-86,-109,-92,-61,-19,
-15,-38,-23,27,4,-30,-22,-61,-77,-73,-52,-17,
-15,-34,-19,25,2,-26,-11,-46,-52,-59,-42,-14,
-15,-32,-17,24,1,-24,-6,-39,-35,-47,-33,-14,
-13,-31,-18,22,3,-24,-4,-37,-25,-39,-28,-13,
-10,-31,-21,21,6,-26,-2,-34,-21,-32,-26,-14,
-10,-32,-22,21,6,-27,2,-28,-19,-26,-26,-13,
-10,-32,-22,21,6,-27,7,-22,-18,-22,-27,-14,
-10,-30,-20,20,5,-25,13,-15,-15,-20,-28,-14,
-10,-28,-18,19,4,-23,18,-9,-11,-18,-27,-14,
-9,-27,-18,18,5,-22,21,-5,-5,-17,-25,-13,
-9,-26,-17,18,4,-21,22,-4,0,-16,-24,-12,
-9,-26,-17,18,4,-21,21,-4,4,-16,-24,-11,
-10,-26,-16,18,3,-21,20,-5,6,-15,-24,-10,
-10,-26,-16,18,3,-21,19,-6,4,-15,-24,-11,
-10,-26,-16,18,3,-21,19,-6,2,-15,-25,-12,
-10,-26,-16,18,3,-21,19,-6,2,-14,-26,-12,
-10,-25,-15,18,3,-20,20,-5,1,-14,-26,-12,
-9,-25,-16,17,4,-20,20,-4,1,-14,-27,-13,
-9,-25,-16,17,4,-20,21,-3,3,-13,-26,-13,
-9,-24,-15,17,3,-19,22,-2,4,-12,-26,-14,
-9,-25,-16,17,4,-20,23,-2,6,-12,-26,-15,
-9,-25,-16,17,4,-20,23,-2,7,-11,-25,-15,
-9,-25,-16,17,4,-20,23,-2,7,-11,-25,-16,
-9,-25,-16,17,4,-20,22,-2,8,-11,-24,-15,
-9,-26,-17,18,4,-21,22,-2,8,-10,-24,-15,
-9,-26,-17,18,4,-21,22,-2,8,-10,-24,-15,
-10,-24,-14,17,2,-19,23,-1,8,-11,-24,-15,
-8,-23,-15,16,4,-19,23,0,9,-9,-23,-15,
-8,-22,-14,15,3,-18,23,0,9,-8,-23,-15,
-8,-24,-16,16,4,-20,23,0,9,-8,-23,-15,
-9,-24,-15,17,3,-19,23,0,10,-7,-23,-15,
-8,-24,-16,16,4,-20,23,2,10,-6,-22,-15,
-7,-24,-17,16,5,-20,23,3,11,-5,-21,-15,
-7,-24,-17,16,5,-20,24,4,10,-6,-21,-16,
-7,-23,-16,15,5,-19,24,5,10,-6,-22,-16,
-7,-23,-16,15,5,-19,24,5,10,-4,-21,-15,
-7,-21,-14,14,4,-17,23,5,11,-4,-20,-16,
-7,-21,-14,14,4,-17,24,6,12,-4,-20,-16,
-7,-19,-12,13,3,-15,24,6,13,-4,-20,-16,
-6,-19,-13,13,4,-16,24,6,14,-4,-21,-16,
-6,-19,-13,13,4,-16,24,6,15,-3,-20,-16,
-5,-19,-14,12,5,-16,24,7,16,-2,-20,-15,
-4,-19,-15,12,6,-17,23,7,16,-2,-20,-15,
-4,-19,-15,12,6,-17,23,7,17,-1,-21,-15,
-5,-19,-14,12,5,-16,23,7,18,-1,-20,-16,
-4,-20,-16,12,6,-18,22,8,19,0,-20,-16,
-4,-19,-15,12,6,-17,22,9,21,2,-20,-16,
-4,-18,-14,11,5,-16,22,10,22,2,-19,-15,
-4,-17,-13,11,5,-15,23,11,23,3,-19,-14,
-3,-16,-13,10,5,-14,22,11,24,4,-18,-14,
-2,-16,-14,9,6,-15,21,13,26,5,-18,-14,
-2,-16,-14,9,6,-15,21,13,27,5,-18,-13,
-2,-16,-14,9,6,-15,21,15,27,6,-18,-13,
-2,-16,-14,9,6,-15,22,16,28,7,-18,-12,
0,-15,-15,8,8,-15,21,15,29,8,-18,-12,
0,-15,-15,8,8,-15,21,16,30,9,-17,-12,
1,-14,-15,7,8,-14,21,16,32,11,-16,-11,
1,-13,-14,6,8,-13,22,18,35,12,-14,-9,
0,-12,-12,6,6,-12,22,19,36,14,-13,-10,
2,-11,-13,5,8,-12,22,20,38,15,-13,-9,
2,-11,-13,5,8,-12,23,21,39,17,-12,-8,
2,-11,-13,5,8,-12,23,23,41,19,-10,-7,
3,-11,-14,4,9,-12,23,24,42,21,-9,-7,
4,-11,-15,4,10,-13,23,25,45,23,-8,-7,
4,-11,-15,4,10,-13,23,27,46,24,-7,-6,
5,-9,-14,2,10,-11,24,29,49,26,-6,-5,
6,-8,-14,1,10,-11,24,30,50,27,-4,-3,
7,-8,-15,1,11,-11,24,32,54,30,-2,-2,
8,-7,-15,0,12,-11,24,34,56,33,0,0,
8,-7,-15,0,12,-11,24,36,58,35,1,1,
9,-6,-15,-1,12,-10,23,37,60,38,2,2,
11,-6,-17,-2,14,-11,23,40,63,40,4,3,
11,-5,-16,-3,14,-10,23,42,65,42,6,4,
13,-3,-16,-5,15,-9,23,43,68,46,8,6,
12,-3,-15,-4,14,-9,23,44,71,49,11,8,
14,-2,-16,-6,15,-9,23,46,74,51,12,9,
15,-1,-16,-7,16,-8,23,48,77,54,14,11,
17,-1,-18,-8,18,-9,23,50,81,57,17,13,
18,0,-18,-9,18,-9,22,52,84,60,20,15,
19,1,-18,-10,19,-8,22,53,87,63,22,17,
20,1,-19,-10,20,-9,22,54,90,66,25,19,
21,3,-18,-12,20,-7,22,55,92,69,28,21,
23,5,-18,-14,21,-6,22,57,94,71,30,24,
23,5,-18,-14,21,-6,22,57,96,74,32,26,
25,6,-19,-15,22,-6,22,58,98,76,34,28,
25,8,-17,-16,21,-4,22,60,99,79,36,30,
26,11,-15,-18,21,-2,22,60,102,81,39,33,
27,11,-16,-19,22,-2,23,60,104,82,41,34,
28,14,-14,-21,21,0,23,61,104,83,43,37,
28,14,-14,-21,21,0,23,62,106,85,45,39,
29,15,-14,-22,22,1,22,61,106,85,46,40,
29,15,-14,-22,22,1,20,61,106,86,47,41,
30,16,-14,-23,22,1,20,61,107,86,48,42,
30,16,-14,-23,22,1,20,60,107,87,48,42,
30,17,-13,-23,22,2,19,60,107,86,49,42,
30,17,-13,-23,22,2,19,60,106,86,50,44,
30,18,-12,-24,21,3,18,60,106,86,50,43,
29,18,-11,-23,20,4,18,59,104,86,50,43,
29,19,-10,-24,20,5,17,58,104,85,50,44,
29,19,-10,-24,20,5,17,56,102,84,49,44,
29,19,-10,-24,20,5,16,55,99,83,47,43,
28,19,-9,-23,19,5,16,53,97,82,47,43,
28,19,-9,-23,19,5,16,52,95,80,47,42,
28,20,-8,-24,18,6,16,49,92,77,47,42,
27,20,-7,-23,17,7,16,46,88,75,46,42,
26,21,-5,-23,16,8,16,43,84,72,45,41,
25,22,-3,-23,14,10,16,40,80,69,44,40,
24,22,-2,-23,13,10,15,38,76,67,42,40,
22,22,0,-22,11,11,14,36,72,64,41,38,
21,22,1,-21,10,12,13,33,68,60,39,37,
19,21,2,-20,9,12,13,30,64,56,37,36,
19,20,1,-19,9,11,12,27,58,52,34,34,
17,20,3,-18,7,12,12,24,53,47,31,32,
14,20,6,-17,4,13,11,21,49,43,28,30,
14,20,6,-17,4,13,11,18,46,40,25,29,
12,19,7,-15,3,13,10,16,42,37,23,26,
11,18,7,-14,2,13,10,14,38,34,21,24,
10,17,7,-13,2,12,9,12,35,30,18,23,
8,16,8,-12,0,12,9,10,31,27,15,21,
8,15,7,-11,1,11,8,7,27,24,13,18,
6,13,7,-9,0,10,8,5,23,20,11,16,
5,11,6,-8,0,9,9,2,20,17,8,14,
4,10,6,-7,-1,8,8,1,16,14,5,14,
4,9,5,-6,0,7,8,-1,13,11,2,13,
3,8,5,-5,-1,7,8,-2,11,9,0,12,
3,7,4,-5,0,6,8,-3,8,7,-1,10,
2,6,4,-4,-1,5,8,-4,6,4,-1,8,
2,6,4,-4,-1,5,8,-5,4,2,-3,7,
2,5,3,-3,0,4,9,-6,2,0,-5,6,
2,4,2,-3,0,3,8,-7,1,-1,-7,6,
1,4,3,-2,-1,4,8,-7,0,-2,-7,5,
1,3,2,-2,0,3,8,-8,0,-4,-8,4,
1,2,1,-1,0,2,8,-9,-1,-5,-10,3,
0,0,0,0,0,0,8,-10,-3,-6,-10,3,
0,0,0,0,0,0,8,-10,-5,-6,-11,2,
-2,0,2,1,-2,1,7,-11,-6,-8,-12,1,
-2,0,2,1,-2,1,7,-11,-6,-9,-12,1,
-2,-1,1,2,-1,0,7,-11,-6,-8,-12,0,
-2,-1,1,2,-1,0,7,-11,-6,-8,-13,-1,
-2,-1,1,2,-1,0,7,-11,-7,-8,-13,-2,
-1,-2,-1,2,0,-1,6,-12,-8,-10,-14,-3,
-1,-2,-1,2,0,-1,6,-12,-7,-10,-15,-3,
-1,-2,-1,2,0,-1,6,-13,-8,-10,-16,-3,
-2,-2,0,2,-1,-1,5,-13,-9,-11,-16,-4,
-2,-2,0,2,-1,-1,5,-13,-9,-11,-17,-5,
-2,-2,0,2,-1,-1,5,-13,-9,-12,-17,-6,
-2,-2,0,2,-1,-1,5,-13,-9,-11,-17,-5,
-2,-2,0,2,-1,-1,6,-13,-9,-11,-16,-5,
-2,-3,-1,3,0,-2,6,-13,-9,-11,-17,-5,
-2,-3,-1,3,0,-2,5,-13,-10,-11,-17,-4,
-2,-4,-2,3,0,-3,4,-14,-10,-12,-17,-5,
-2,-4,-2,3,0,-3,4,-14,-11,-11,-18,-6,
-2,-4,-2,3,0,-3,4,-14,-11,-11,-18,-8,
-3,-4,-1,4,-1,-2,4,-14,-10,-11,-17,-7,
-4,-3,1,4,-2,-1,4,-14,-10,-11,-17,-7,
-3,-3,0,3,-1,-1,3,-15,-10,-11,-17,-7,
-2,-3,-1,3,0,-2,3,-15,-10,-11,-17,-7,
-2,-3,-1,3,0,-2,3,-14,-9,-11,-17,-7,
-2,-3,-1,3,0,-2,3,-15,-9,-11,-17,-8,
-2,-3,-1,3,0,-2,3,-15,-9,-11,-18,-7,
-2,-3,-1,3,0,-2,3,-15,-10,-11,-17,-7,
-2,-3,-1,3,0,-2,3,-15,-10,-11,-17,-7,
-2,-3,-1,3,0,-2,2,-15,-10,-12,-17,-7,
-1,-3,-2,2,1,-2,2,-15,-11,-11,-17,-8,
-1,-2,-1,2,0,-1,2,-15,-10,-11,-17,-8,
-1,-2,-1,2,0,-1,3,-15,-10,-11,-18,-8,
-1,-3,-2,2,1,-2,3,-13,-10,-11,-17,-8,
-2,-2,0,2,-1,-1,3,-12,-9,-10,-16,-7,
-3,-2,1,3,-2,0,3,-12,-8,-10,-16,-8,
-3,-2,1,3,-2,0,2,-12,-8,-10,-16,-9,
-2,-2,0,2,-1,-1,2,-12,-7,-11,-17,-9,
-2,-1,1,2,-1,0,2,-11,-7,-11,-17,-9,
-3,-1,2,2,-2,1,2,-12,-7,-11,-17,-9,
-4,-1,3,3,-3,1,2,-12,-7,-11,-16,-9,
-4,0,4,2,-4,2,2,-10,-6,-11,-16,-9,
-4,0,4,2,-4,2,2,-10,-6,-10,-15,-8,
-4,0,4,2,-4,2,3,-10,-6,-10,-15,-9,
-4,0,4,2,-4,2,3,-10,-6,-10,-16,-9,
-4,0,4,2,-4,2,4,-10,-5,-10,-16,-9,
-4,0,4,2,-4,2,3,-9,-6,-10,-16,-8,
-3,0,3,2,-3,2,3,-9,-6,-10,-16,-8,
-3,0,3,2,-3,2,2,-9,-6,-10,-17,-8,
-3,0,3,2,-3,2,2,-9,-6,-10,-16,-9,
-3,-1,2,2,-2,1,3,-8,-6,-10,-17,-9,
-3,0,3,2,-3,2,4,-8,-6,-10,-17,-8,
-3,0,3,2,-3,2,4,-8,-5,-10,-16,-8,
-3,0,3,2,-3,2,4,-8,-4,-9,-15,-9,
-2,1,3,1,-2,2,4,-8,-3,-9,-15,-9,
-2,1,3,1,-2,2,4,-8,-3,-8,-15,-9,
-2,0,2,1,-2,1,4,-8,-3,-7,-15,-9,
-2,1,3,1,-2,2,4,-8,-3,-7,-15,-9,
-2,1,3,1,-2,2,4,-7,-3,-7,-15,-9,
-2,1,3,1,-2,2,4,-7,-3,-7,-16,-9,
-2,1,3,1,-2,2,4,-7,-3,-7,-15,-9,
-2,1,3,1,-2,2,4,-7,-3,-7,-15,-9,
-2,1,3,1,-2,2,4,-6,-3,-7,-15,-10,
-2,1,3,1,-2,2,4,-5,-3,-6,-15,-9,
-2,1,3,1,-2,2,4,-5,-3,-5,-15,-9,
-1,2,3,0,-2,3,3,-5,-4,-5,-16,-10,
-1,2,3,0,-2,3,3,-6,-4,-4,-16,-9,
-1,1,2,0,-1,2,4,-6,-4,-5,-16,-9,
-1,1,2,0,-1,2,3,-6,-4,-5,-16,-9,
-1,0,1,1,-1,1,3,-6,-4,-4,-16,-9,
0,0,0,0,0,0,3,-6,-5,-3,-16,-9,
0,0,0,0,0,0,3,-7,-4,-3,-16,-9,
0,0,0,0,0,0,3,-7,-4,-3,-16,-9,
0,0,0,0,0,0,3,-7,-4,-4,-16,-9,
-1,1,2,0,-1,2,4,-7,-4,-4,-16,-9,
-1,0,1,1,-1,1,4,-6,-4,-4,-15,-9,
-2,0,2,1,-2,1,4,-6,-4,-4,-14,-8,
0,0,0,0,0,0,5,-7,-4,-4,-14,-8,
0,0,0,0,0,0,4,-7,-4,-5,-14,-9,
0,0,0,0,0,0,4,-8,-5,-6,-15,-10,
0,0,0,0,0,0,4,-9,-5,-6,-15,-10,
0,0,0,0,0,0,4,-8,-5,-6,-16,-10,
0,0,0,0,0,0,5,-8,-5,-6,-15,-10,
-1,0,1,1,-1,1,6,-7,-4,-6,-14,-10,
-2,0,2,1,-2,1,6,-7,-4,-6,-14,-9,
-2,1,3,1,-2,2,6,-7,-4,-6,-13,-8,
-1,2,3,0,-2,3,5,-7,-4,-6,-13,-7,
