‡T,‡U,‡V,aVR,aVL,aVF,V1,V2,V3,V4,V5,V6
13,22,9,-17,2,16,6,37,53,47,47,33,
10,19,9,-14,1,14,6,34,47,43,43,31,
8,16,8,-12,0,12,5,30,41,38,39,29,
9,16,7,-12,1,12,5,27,35,35,36,27,
8,15,7,-11,1,11,5,24,31,31,34,25,
6,13,7,-9,0,10,3,21,28,27,31,22,
4,11,7,-7,-1,9,2,18,24,22,27,20,
3,10,7,-6,-2,9,1,14,21,17,23,18,
0,8,8,-4,-4,8,0,11,19,14,19,16,
0,8,8,-4,-4,8,0,8,16,11,15,14,
0,6,6,-3,-3,6,1,6,13,8,12,13,
-1,5,6,-2,-3,6,0,4,11,6,10,11,
-3,2,5,1,-4,4,-1,1,6,4,7,8,
-5,1,6,2,-5,4,-1,-1,2,2,5,6,
-6,-2,4,4,-5,1,-1,-3,-1,0,2,4,
-6,-3,3,5,-4,0,-2,-5,-4,-3,0,1,
-7,-5,2,6,-4,-1,-3,-8,-6,-7,-3,0,
-8,-5,3,7,-5,-1,-3,-8,-7,-9,-5,-1,
-9,-6,3,8,-6,-1,-4,-9,-8,-12,-7,-1,
-10,-6,4,8,-7,-1,-5,-11,-10,-14,-8,-3,
-11,-7,4,9,-7,-1,-5,-12,-11,-14,-9,-3,
-11,-9,2,10,-6,-3,-5,-14,-12,-14,-10,-4,
-12,-9,3,11,-7,-3,-6,-14,-14,-17,-11,-4,
-14,-11,3,13,-8,-4,-6,-16,-16,-17,-13,-6,
-13,-11,2,12,-7,-4,-6,-16,-17,-17,-13,-6,
-13,-12,1,13,-7,-5,-6,-16,-17,-18,-13,-6,
-13,-14,-1,14,-6,-7,-7,-17,-18,-19,-14,-6,
-13,-15,-2,14,-5,-8,-8,-19,-20,-19,-14,-7,
-14,-14,0,14,-7,-7,-8,-20,-20,-20,-15,-7,
-16,-15,1,16,-8,-7,-7,-21,-21,-21,-15,-7,
-16,-15,1,16,-8,-7,-7,-21,-22,-21,-15,-6,
-15,-15,0,15,-7,-7,-7,-21,-23,-22,-15,-6,
-15,-14,1,15,-8,-6,-7,-22,-23,-22,-15,-5,
-16,-14,2,15,-9,-6,-8,-23,-23,-22,-16,-5,
-16,-14,2,15,-9,-6,-8,-23,-24,-22,-16,-5,
-16,-13,3,15,-9,-5,-8,-23,-25,-23,-17,-5,
-15,-13,2,14,-8,-5,-9,-23,-25,-24,-17,-5,
-15,-13,2,14,-8,-5,-9,-22,-26,-24,-17,-6,
-15,-14,1,15,-8,-6,-9,-22,-26,-23,-16,-5,
-15,-13,2,14,-8,-5,-9,-21,-26,-23,-16,-4,
-15,-14,1,15,-8,-6,-9,-22,-25,-24,-17,-4,
-15,-14,1,15,-8,-6,-8,-22,-25,-24,-17,-4,
-15,-15,0,15,-7,-7,-8,-22,-25,-24,-16,-3,
-16,-14,2,15,-9,-6,-8,-23,-25,-26,-17,-3,
-15,-13,2,14,-8,-5,-8,-23,-26,-26,-17,-3,
-14,-13,1,14,-7,-6,-8,-23,-26,-26,-18,-4,
-14,-13,1,14,-7,-6,-8,-23,-26,-26,-17,-4,
-15,-14,1,15,-8,-6,-8,-23,-26,-26,-17,-5,
-15,-14,1,15,-8,-6,-8,-23,-26,-27,-17,-5,
-16,-16,0,16,-8,-8,-8,-24,-26,-26,-18,-5,
-16,-16,0,16,-8,-8,-9,-24,-26,-26,-19,-6,
-15,-15,0,15,-7,-7,-9,-23,-25,-26,-18,-5,
-15,-15,0,15,-7,-7,-8,-23,-24,-26,-17,-4,
-16,-16,0,16,-8,-8,-7,-22,-23,-26,-17,-3,
-15,-16,-1,16,-7,-8,-7,-22,-23,-25,-17,-3,
-15,-17,-2,16,-6,-9,-8,-22,-22,-25,-18,-4,
-15,-17,-2,16,-6,-9,-8,-23,-22,-25,-18,-4,
-15,-17,-2,16,-6,-9,-8,-23,-22,-25,-19,-4,
-16,-17,-1,17,-7,-9,-8,-23,-22,-25,-20,-5,
-16,-16,0,16,-8,-8,-8,-22,-22,-25,-20,-5,
-16,-15,1,16,-8,-7,-8,-21,-21,-24,-19,-5,
-16,-16,0,16,-8,-8,-7,-20,-21,-24,-18,-5,
-16,-16,0,16,-8,-8,-6,-20,-21,-24,-18,-5,
-18,-16,2,17,-10,-7,-5,-20,-21,-24,-18,-5,
-18,-15,3,17,-10,-6,-5,-18,-20,-24,-18,-5,
-18,-15,3,17,-10,-6,-4,-18,-19,-24,-18,-5,
-17,-15,2,16,-9,-6,-4,-17,-19,-24,-19,-5,
-15,-13,2,14,-8,-5,-3,-17,-18,-24,-20,-5,
-14,-13,1,14,-7,-6,-3,-17,-18,-24,-20,-6,
-17,-16,1,17,-9,-7,-4,-18,-18,-26,-22,-7,
-16,-16,0,16,-8,-8,-3,-18,-17,-26,-22,-7,
-16,-14,2,15,-9,-6,-3,-16,-16,-25,-21,-7,
-16,-14,2,15,-9,-6,-3,-16,-16,-25,-21,-7,
-16,-15,1,16,-8,-7,-3,-15,-15,-24,-21,-7,
-16,-14,2,15,-9,-6,-2,-15,-15,-24,-21,-7,
-17,-15,2,16,-9,-6,-2,-14,-15,-24,-22,-8,
-17,-16,1,17,-9,-7,-2,-13,-15,-24,-21,-8,
-17,-16,1,17,-9,-7,-1,-12,-15,-23,-21,-9,
-17,-17,0,17,-8,-8,-1,-12,-14,-24,-22,-10,
-17,-15,2,16,-9,-6,-1,-12,-14,-24,-23,-11,
-15,-13,2,14,-8,-5,0,-11,-13,-23,-22,-11,
-14,-12,2,13,-8,-5,1,-11,-12,-22,-22,-11,
-14,-15,-1,15,-6,-8,1,-11,-12,-22,-22,-11,
-16,-16,0,16,-8,-8,1,-10,-12,-21,-22,-13,
-18,-17,1,18,-9,-8,0,-11,-13,-22,-23,-15,
-16,-14,2,15,-9,-6,0,-9,-11,-20,-21,-14,
-16,-14,2,15,-9,-6,0,-9,-11,-19,-21,-15,
-17,-15,2,16,-9,-6,0,-8,-11,-19,-21,-15,
-17,-16,1,17,-9,-7,0,-9,-11,-20,-21,-15,
-17,-18,-1,18,-8,-9,0,-9,-10,-20,-21,-15,
-17,-18,-1,18,-8,-9,1,-9,-11,-19,-21,-16,
-16,-16,0,16,-8,-8,0,-9,-11,-19,-21,-17,
-16,-16,0,16,-8,-8,0,-9,-11,-19,-22,-18,
-17,-17,0,17,-8,-8,0,-9,-11,-19,-22,-18,
-17,-17,0,17,-8,-8,1,-9,-10,-18,-21,-16,
-17,-16,1,17,-9,-7,1,-8,-10,-18,-21,-15,
-17,-15,2,16,-9,-6,0,-9,-11,-18,-21,-15,
-17,-15,2,16,-9,-6,0,-10,-12,-19,-21,-15,
-18,-15,3,17,-10,-6,0,-10,-13,-20,-21,-14,
-17,-15,2,16,-9,-6,-1,-10,-12,-20,-20,-13,
-17,-14,3,16,-10,-5,0,-10,-12,-20,-20,-13,
-17,-14,3,16,-10,-5,-1,-10,-11,-19,-20,-13,
-16,-13,3,15,-9,-5,0,-9,-10,-17,-18,-11,
-13,-12,1,13,-7,-5,0,-9,-8,-16,-17,-11,
-13,-11,2,12,-7,-4,0,-9,-9,-16,-17,-11,
-13,-12,1,13,-7,-5,0,-10,-10,-17,-17,-11,
-14,-12,2,13,-8,-5,-1,-10,-10,-16,-17,-11,
-12,-10,2,11,-7,-4,0,-9,-11,-15,-16,-9,
-11,-7,4,9,-7,-1,1,-8,-10,-14,-14,-8,
-11,-4,7,8,-9,2,2,-8,-8,-13,-14,-7,
-11,-4,7,8,-9,2,1,-8,-8,-14,-13,-8,
-12,-4,8,8,-10,2,0,-9,-9,-14,-14,-8,
-12,-3,9,8,-10,3,0,-10,-9,-15,-14,-8,
-11,-1,10,6,-10,5,1,-8,-7,-13,-12,-6,
-7,1,8,3,-7,5,4,-6,-5,-11,-10,-3,
-7,2,9,3,-8,6,2,-6,-5,-11,-9,-3,
-9,2,11,4,-10,7,2,-7,-7,-11,-9,-4,
-7,5,12,1,-9,9,2,-7,-7,-10,-10,-4,
-6,6,12,0,-9,9,1,-8,-6,-9,-10,-4,
-6,8,14,-1,-10,11,1,-7,-6,-9,-9,-3,
-5,10,15,-2,-10,13,2,-5,-4,-7,-8,-2,
-4,11,15,-3,-9,13,4,-4,-2,-7,-6,-1,
-4,12,16,-4,-10,14,3,-4,-2,-7,-6,0,
-2,15,17,-6,-9,16,2,-4,-1,-6,-5,1,
-2,15,17,-6,-9,16,-1,-7,-1,-6,-4,1,
-2,14,16,-6,-9,15,-4,-10,-3,-6,-4,1,
-1,14,15,-6,-8,15,-6,-11,-3,-6,-3,2,
0,16,16,-8,-8,16,-7,-11,-4,-6,-3,3,
1,18,17,-9,-8,18,-8,-13,-4,-5,-3,5,
3,17,14,-10,-5,16,-9,-14,-4,-5,-2,6,
2,13,11,-7,-4,12,-11,-16,-6,-7,-3,7,
2,11,9,-6,-3,10,-12,-19,-8,-9,-4,7,
3,12,9,-7,-3,11,-13,-20,-9,-9,-3,6,
4,13,9,-8,-2,11,-15,-21,-11,-10,-3,6,
5,16,11,-10,-3,14,-15,-22,-11,-9,-2,5,
6,16,10,-11,-2,13,-15,-22,-11,-9,-2,6,
6,15,9,-10,-1,12,-16,-23,-12,-11,-2,5,
5,12,7,-8,-1,10,-18,-25,-14,-12,-4,5,
6,10,4,-8,1,7,-18,-25,-15,-13,-4,5,
7,10,3,-8,2,7,-17,-25,-15,-13,-4,5,
7,10,3,-8,2,7,-17,-25,-15,-14,-4,5,
6,9,3,-7,2,6,-17,-26,-17,-16,-5,4,
4,6,2,-5,1,4,-17,-26,-17,-16,-6,3,
1,4,3,-2,-1,4,-17,-25,-16,-16,-6,2,
0,2,2,-1,-1,2,-15,-24,-16,-16,-6,0,
-2,1,3,1,-2,2,-14,-24,-18,-17,-8,-1,
-3,-1,2,2,-2,1,-13,-24,-18,-18,-10,-2,
-6,-2,4,4,-5,1,-12,-23,-18,-19,-10,-4,
-9,-3,6,6,-7,2,-12,-22,-18,-19,-11,-5,
-12,-8,4,10,-8,-2,-11,-23,-19,-19,-12,-7,
-13,-10,3,12,-8,-3,-11,-24,-22,-21,-14,-9,
-13,-11,2,12,-7,-4,-11,-25,-24,-23,-17,-11,
-14,-13,1,14,-7,-6,-11,-25,-24,-25,-18,-11,
-14,-14,0,14,-7,-7,-11,-25,-24,-26,-19,-13,
-14,-16,-2,15,-6,-9,-11,-25,-24,-27,-20,-14,
-15,-16,-1,16,-7,-8,-11,-25,-25,-28,-21,-15,
-14,-16,-2,15,-6,-9,-11,-26,-25,-28,-22,-15,
-14,-17,-3,16,-5,-10,-11,-26,-27,-29,-23,-17,
-14,-19,-5,17,-4,-12,-12,-27,-27,-29,-23,-17,
-14,-20,-6,17,-4,-13,-12,-26,-28,-29,-23,-17,
-17,-22,-5,20,-6,-13,-11,-26,-28,-30,-24,-17,
-17,-23,-6,20,-5,-14,-11,-26,-29,-30,-25,-17,
-17,-22,-5,20,-6,-13,-10,-26,-29,-31,-25,-17,
-18,-22,-4,20,-7,-13,-11,-25,-29,-32,-25,-17,
-18,-23,-5,21,-6,-14,-11,-26,-30,-33,-25,-18,
-18,-23,-5,21,-6,-14,-12,-27,-30,-33,-25,-19,
-19,-23,-4,21,-7,-13,-12,-27,-30,-32,-26,-19,
-18,-22,-4,20,-7,-13,-11,-26,-30,-32,-25,-19,
-17,-21,-4,19,-6,-12,-9,-26,-30,-31,-24,-18,
-17,-21,-4,19,-6,-12,-9,-26,-30,-31,-24,-18,
-17,-21,-4,19,-6,-12,-9,-26,-30,-31,-24,-18,
-18,-21,-3,20,-7,-12,-9,-25,-30,-31,-24,-17,
-20,-23,-3,22,-8,-13,-10,-25,-30,-32,-24,-18,
-19,-22,-3,21,-8,-12,-10,-24,-30,-31,-24,-17,
-19,-22,-3,21,-8,-12,-9,-23,-30,-30,-23,-17,
-18,-23,-5,21,-6,-14,-9,-22,-30,-30,-23,-16,
-18,-23,-5,21,-6,-14,-8,-22,-30,-31,-23,-16,
-18,-25,-7,22,-5,-16,-8,-22,-30,-31,-23,-16,
-18,-26,-8,22,-5,-17,-7,-22,-30,-31,-23,-17,
-18,-26,-8,22,-5,-17,-7,-22,-30,-31,-24,-17,
-18,-24,-6,21,-6,-15,-8,-22,-31,-32,-25,-18,
-19,-24,-5,22,-7,-14,-9,-22,-30,-32,-25,-17,
-19,-24,-5,22,-7,-14,-7,-21,-30,-31,-25,-17,
-18,-23,-5,21,-6,-14,-5,-19,-28,-32,-25,-17,
-18,-23,-5,21,-6,-14,-2,-15,-27,-32,-26,-18,
-21,-25,-4,23,-8,-14,1,-13,-27,-34,-31,-22,
-26,-27,-1,27,-12,-14,6,-9,-27,-37,-38,-27,
-31,-29,2,30,-16,-13,16,0,-25,-40,-48,-33,
-37,-30,7,34,-22,-11,30,17,-21,-43,-60,-41,
-42,-30,12,36,-27,-9,46,36,-15,-44,-72,-48,
-47,-31,16,39,-31,-7,58,51,-12,-46,-83,-54,
-50,-31,19,41,-34,-6,68,65,-6,-44,-87,-58,
-49,-28,21,39,-35,-3,78,79,5,-38,-85,-59,
-49,-28,21,39,-35,-3,87,97,23,-28,-81,-59,
-46,-27,19,37,-32,-4,96,119,49,-11,-72,-56,
-33,-19,14,26,-23,-2,101,142,84,18,-49,-44,
-13,-5,8,9,-10,2,100,157,116,54,-12,-20,
10,13,3,-11,4,8,92,156,134,91,36,10,
39,37,-2,-38,21,18,78,141,146,133,96,50,
67,62,-5,-64,36,29,58,117,154,179,165,97,
94,89,-5,-91,50,42,34,85,166,229,238,144,
121,113,-8,-117,65,53,4,49,180,279,310,191,
142,133,-9,-137,76,62,-28,6,191,322,375,234,
154,143,-11,-148,83,66,-57,-34,204,360,425,266,
159,139,-20,-149,90,60,-86,-78,203,375,454,282,
162,118,-44,-140,103,37,-112,-127,171,348,445,278,
159,87,-72,-123,116,8,-126,-163,124,288,397,254,
149,57,-92,-103,121,-17,-128,-185,73,213,319,213,
127,35,-92,-81,110,-28,-127,-210,-2,117,225,168,
97,15,-82,-56,90,-33,-126,-246,-111,-10,117,121,
67,-3,-70,-32,69,-36,-132,-286,-219,-129,19,75,
43,-19,-62,-12,53,-40,-138,-311,-283,-200,-50,36,
19,-29,-48,5,34,-38,-139,-320,-305,-229,-90,6,
-1,-33,-32,17,16,-32,-134,-317,-301,-230,-108,-13,
-21,-35,-14,28,-3,-24,-128,-307,-287,-224,-117,-28,
-38,-36,2,37,-20,-17,-121,-295,-272,-218,-121,-40,
-50,-34,16,42,-33,-9,-115,-279,-255,-209,-122,-48,
-53,-31,22,42,-37,-4,-106,-253,-234,-196,-118,-49,
-49,-26,23,38,-36,-1,-95,-219,-204,-172,-106,-45,
-42,-21,21,32,-31,0,-83,-177,-170,-141,-92,-39,
-35,-18,17,27,-26,0,-69,-132,-135,-112,-78,-35,
-31,-19,12,25,-21,-3,-50,-93,-105,-87,-67,-35,
-29,-18,11,24,-20,-3,-34,-63,-81,-71,-60,-36,
-30,-18,12,24,-21,-3,-20,-46,-64,-63,-57,-36,
-32,-17,15,25,-23,-1,-13,-38,-53,-59,-55,-35,
-29,-14,15,22,-22,1,-10,-34,-44,-57,-52,-32,
-25,-12,13,19,-19,1,-8,-31,-36,-53,-47,-28,
-24,-15,9,20,-16,-3,-8,-25,-32,-48,-43,-26,
-23,-17,6,20,-14,-5,-6,-18,-28,-42,-39,-26,
-22,-17,5,20,-13,-6,0,-8,-26,-35,-37,-26,
-22,-20,2,21,-12,-9,4,0,-25,-30,-37,-27,
-21,-23,-2,22,-9,-12,8,6,-24,-30,-38,-30,
-21,-23,-2,22,-9,-12,11,8,-23,-31,-39,-32,
-22,-24,-2,23,-10,-13,11,7,-22,-33,-41,-32,
-21,-23,-2,22,-9,-12,10,4,-19,-35,-41,-33,
-19,-21,-2,20,-8,-11,10,2,-17,-35,-38,-33,
-19,-19,0,19,-9,-9,9,2,-17,-35,-38,-34,
-22,-21,1,22,-11,-10,8,2,-17,-34,-39,-35,
-23,-23,0,23,-11,-11,8,4,-17,-32,-39,-36,
-22,-22,0,22,-11,-11,9,7,-16,-30,-38,-36,
-22,-22,0,22,-11,-11,9,9,-15,-29,-38,-35,
-21,-21,0,21,-10,-10,10,11,-13,-27,-37,-34,
-20,-20,0,20,-10,-10,11,11,-13,-27,-37,-34,
-21,-23,-2,22,-9,-12,11,11,-12,-27,-37,-34,
-21,-25,-4,23,-8,-14,12,12,-11,-27,-37,-35,
-20,-25,-5,23,-7,-15,12,12,-10,-26,-37,-33,
-18,-25,-7,22,-5,-16,15,15,-8,-24,-36,-32,
-15,-22,-7,19,-4,-14,14,15,-8,-24,-35,-32,
-15,-19,-4,17,-5,-11,14,16,-9,-25,-36,-34,
-16,-19,-3,18,-6,-11,14,16,-9,-25,-36,-34,
-18,-23,-5,21,-6,-14,15,16,-8,-24,-36,-33,
-18,-24,-6,21,-6,-15,15,16,-7,-24,-35,-32,
-18,-24,-6,21,-6,-15,15,18,-7,-23,-35,-31,
-18,-23,-5,21,-6,-14,15,19,-6,-22,-36,-30,
-17,-20,-3,19,-7,-11,15,19,-6,-23,-36,-30,
-18,-21,-3,20,-7,-12,15,19,-5,-23,-38,-29,
-18,-22,-4,20,-7,-13,16,21,-3,-21,-38,-28,
-17,-24,-7,21,-5,-15,17,23,-2,-21,-37,-27,
-17,-23,-6,20,-5,-14,18,24,0,-20,-36,-27,
-17,-22,-5,20,-6,-13,18,25,0,-20,-36,-27,
-16,-20,-4,18,-6,-12,18,25,0,-19,-35,-28,
-16,-20,-4,18,-6,-12,19,25,0,-19,-35,-27,
-15,-20,-5,18,-5,-12,19,26,1,-17,-35,-27,
-14,-19,-5,17,-4,-12,20,30,3,-15,-33,-26,
-13,-18,-5,16,-4,-11,20,32,6,-14,-32,-25,
-15,-20,-5,18,-5,-12,19,32,6,-14,-32,-25,
-15,-21,-6,18,-4,-13,19,32,7,-13,-32,-26,
-14,-21,-7,18,-3,-14,19,32,8,-11,-31,-25,
-11,-19,-8,15,-1,-13,20,35,9,-11,-29,-24,
-10,-18,-8,14,-1,-13,22,36,11,-10,-28,-24,
-10,-18,-8,14,-1,-13,22,37,11,-9,-28,-25,
-11,-19,-8,15,-1,-13,23,38,13,-7,-28,-26,
-11,-18,-7,15,-2,-12,23,39,15,-5,-27,-26,
-11,-17,-6,14,-2,-11,24,41,18,-3,-25,-25,
-11,-17,-6,14,-2,-11,24,43,19,-2,-24,-25,
-10,-17,-7,14,-1,-12,24,44,21,0,-22,-25,
-10,-16,-6,13,-2,-11,24,46,24,2,-20,-24,
-9,-17,-8,13,0,-12,24,48,26,3,-19,-24,
-9,-16,-7,13,-1,-11,25,49,27,4,-18,-24,
-9,-16,-7,13,-1,-11,26,50,29,6,-17,-24,
-8,-15,-7,12,0,-11,26,52,31,7,-14,-23,
-6,-13,-7,10,1,-10,26,53,34,9,-13,-22,
-4,-10,-6,7,1,-8,27,54,36,12,-11,-20,
-3,-9,-6,6,2,-7,27,56,39,15,-8,-18,
-3,-9,-6,6,2,-7,27,57,42,18,-6,-16,
-1,-8,-7,5,3,-7,27,59,45,20,-4,-15,
0,-6,-6,3,3,-6,28,62,48,23,-1,-13,
0,-5,-5,3,3,-5,28,63,51,25,0,-11,
0,-6,-6,3,3,-6,28,65,53,28,1,-10,
3,-4,-7,1,5,-5,28,68,55,29,3,-8,
5,-3,-8,-1,7,-5,29,71,59,32,7,-5,
6,-3,-9,-1,8,-6,30,74,62,35,9,-3,
6,-2,-8,-2,7,-5,30,75,65,37,12,-2,
7,-2,-9,-2,8,-5,30,76,68,40,15,0,
9,0,-9,-4,9,-4,31,77,71,44,19,2,
11,4,-7,-7,9,-1,31,80,75,47,23,5,
12,6,-6,-9,9,0,31,81,77,50,26,7,
12,7,-5,-9,9,1,31,82,80,52,28,8,
15,10,-5,-12,10,3,31,83,81,54,30,10,
18,10,-8,-14,13,1,32,86,83,57,33,12,
20,13,-7,-16,14,3,32,86,85,60,35,13,
21,13,-8,-17,15,3,32,87,87,63,38,15,
23,14,-9,-18,16,3,32,88,90,65,42,16,
23,16,-7,-19,15,5,32,88,92,67,45,18,
23,20,-3,-21,13,9,32,88,93,68,48,20,
23,23,0,-23,12,12,31,88,95,69,51,21,
23,23,0,-23,12,12,31,88,96,72,53,23,
26,23,-3,-24,15,10,30,89,96,74,56,25,
29,24,-5,-26,17,10,30,89,99,77,58,27,
30,26,-4,-28,17,11,28,88,99,78,60,27,
30,27,-3,-28,17,12,28,88,99,80,61,29,
31,31,0,-31,16,16,27,87,100,80,64,30,
32,32,0,-32,16,16,25,86,100,81,67,33,
31,31,0,-31,16,16,25,85,100,82,68,35,
31,31,0,-31,16,16,24,84,101,82,71,36,
32,32,0,-32,16,16,24,82,100,82,73,37,
35,37,2,-36,17,20,23,80,100,82,73,37,
35,38,3,-36,16,21,21,78,98,81,74,39,
33,36,3,-34,15,20,19,75,96,79,73,40,
34,38,4,-36,15,21,18,72,93,78,73,41,
33,37,4,-35,15,21,16,70,91,77,73,42,
30,34,4,-32,13,19,15,67,86,75,72,41,
28,33,5,-30,12,19,15,63,82,72,70,41,
28,33,5,-30,12,19,14,60,78,70,69,40,
27,33,6,-30,11,20,12,56,74,66,67,39,
27,35,8,-31,10,22,11,53,69,62,64,38,
27,34,7,-30,10,21,11,48,65,58,62,36,
22,30,8,-26,7,19,9,44,60,52,58,34,
20,27,7,-23,7,17,9,40,56,48,54,31,
19,26,7,-22,6,17,8,38,53,44,50,29,
16,25,9,-20,4,17,7,34,48,40,46,26,
15,24,9,-19,3,17,6,31,45,37,43,24,
15,24,9,-19,3,17,5,27,42,34,40,22,
13,22,9,-17,2,16,5,24,38,31,37,21,
12,19,7,-15,3,13,4,22,34,28,33,19,
11,17,6,-14,3,12,3,19,29,23,29,17,
8,16,8,-12,0,12,2,16,25,20,26,14,
6,14,8,-10,-1,11,2,13,20,16,22,11,
5,13,8,-9,-1,11,2,10,17,12,19,8,
4,13,9,-8,-2,11,2,7,13,9,16,7,
3,11,8,-7,-2,10,0,5,11,6,13,4,
0,9,9,-4,-4,9,-1,2,9,3,9,1,
0,6,6,-3,-3,6,-1,0,8,0,6,0,
-2,4,6,-1,-4,5,-1,-1,6,-1,5,0,
-3,3,6,0,-4,5,-2,-4,3,-4,2,-1,
-4,3,7,1,-5,5,-2,-5,0,-7,0,-3,
-4,1,5,2,-4,3,-2,-6,-2,-10,-2,-4,
-5,-2,3,4,-4,1,-2,-7,-5,-12,-5,-5,
-6,-3,3,5,-4,0,-3,-9,-6,-13,-7,-6,
-5,-3,2,4,-3,0,-3,-10,-8,-15,-8,-7,
-6,-4,2,5,-4,-1,-3,-12,-9,-16,-9,-8,
-7,-5,2,6,-4,-1,-3,-12,-10,-17,-11,-8,
-7,-6,1,7,-4,-2,-4,-13,-12,-18,-12,-8,
-7,-6,1,7,-4,-2,-5,-15,-14,-20,-14,-8,
-7,-6,1,7,-4,-2,-5,-16,-15,-21,-14,-8,
-8,-7,1,8,-4,-3,-6,-16,-16,-21,-15,-10,
-8,-7,1,8,-4,-3,-5,-16,-17,-22,-15,-10,
-8,-8,0,8,-4,-4,-5,-17,-16,-22,-15,-11,
-9,-6,3,8,-6,-1,-5,-18,-16,-23,-15,-11,
-9,-7,2,8,-5,-2,-6,-19,-17,-24,-16,-11,
-9,-7,2,8,-5,-2,-7,-20,-17,-24,-17,-11,
-10,-9,1,10,-5,-4,-7,-21,-19,-25,-17,-11,
-9,-8,1,9,-5,-3,-5,-21,-18,-25,-17,-11,
-9,-8,1,9,-5,-3,-5,-20,-18,-25,-16,-10,
-9,-8,1,9,-5,-3,-5,-20,-18,-25,-16,-8,
-9,-8,1,9,-5,-3,-5,-21,-18,-26,-17,-8,
-10,-8,2,9,-6,-3,-6,-22,-19,-26,-17,-8,
-9,-8,1,9,-5,-3,-6,-22,-20,-26,-17,-8,
-10,-10,0,10,-5,-5,-6,-22,-20,-26,-17,-8,
-10,-9,1,10,-5,-4,-6,-22,-20,-26,-17,-8,
-9,-8,1,9,-5,-3,-6,-22,-20,-26,-18,-9,
-9,-8,1,9,-5,-3,-5,-21,-20,-25,-19,-9,
-10,-11,-1,11,-4,-6,-5,-21,-20,-25,-19,-9,
-11,-10,1,11,-6,-4,-5,-21,-19,-25,-19,-9,
-11,-10,1,11,-6,-4,-6,-22,-20,-26,-20,-9,
-11,-10,1,11,-6,-4,-7,-23,-20,-26,-20,-10,
-10,-9,1,10,-5,-4,-7,-24,-20,-26,-20,-10,
-10,-9,1,10,-5,-4,-6,-24,-21,-27,-21,-10,
-11,-10,1,11,-6,-4,-5,-23,-20,-27,-20,-10,
-10,-10,0,10,-5,-5,-5,-23,-19,-27,-19,-9,
-6,-7,-1,7,-2,-4,-4,-22,-18,-27,-19,-8,
-4,-6,-2,5,-1,-4,-4,-21,-18,-27,-18,-8,
-5,-7,-2,6,-1,-4,-4,-21,-18,-27,-19,-8,
-4,-5,-1,5,-1,-3,-5,-22,-18,-26,-19,-8,
-3,-5,-2,4,0,-3,-5,-22,-18,-26,-19,-8,
-7,-7,0,7,-3,-3,-6,-22,-18,-26,-19,-8,
-7,-7,0,7,-3,-3,-5,-21,-17,-26,-19,-7,
-8,-8,0,8,-4,-4,-5,-21,-17,-25,-19,-7,
-9,-9,0,9,-4,-4,-5,-20,-16,-25,-19,-8,
-9,-8,1,9,-5,-3,-5,-20,-16,-24,-19,-8,
-9,-8,1,9,-5,-3,-5,-20,-15,-25,-19,-8,
-9,-8,1,9,-5,-3,-3,-19,-15,-25,-19,-8,
-7,-8,-1,8,-3,-4,-2,-18,-14,-25,-18,-8,
-8,-9,-1,9,-3,-5,-2,-18,-14,-25,-18,-8,
-11,-11,0,11,-5,-5,-1,-17,-15,-26,-19,-9,
-11,-11,0,11,-5,-5,-1,-17,-15,-27,-21,-10,
-9,-10,-1,10,-4,-5,0,-15,-14,-27,-23,-11,
-9,-8,1,9,-5,-3,0,-15,-14,-26,-21,-12,
-11,-9,2,10,-6,-3,0,-15,-13,-26,-22,-12,
-10,-9,1,10,-5,-4,1,-14,-13,-26,-22,-11,
-10,-10,0,10,-5,-5,2,-13,-12,-25,-21,-11,
-11,-10,1,11,-6,-4,2,-14,-12,-25,-22,-11,
-11,-11,0,11,-5,-5,1,-13,-13,-25,-23,-12,
-10,-10,0,10,-5,-5,1,-14,-11,-25,-23,-13,
-10,-10,0,10,-5,-5,1,-13,-11,-25,-24,-14,
-11,-11,0,11,-5,-5,1,-13,-11,-26,-24,-14,
-10,-10,0,10,-5,-5,1,-13,-11,-26,-24,-15,
-9,-9,0,9,-4,-4,2,-12,-11,-26,-24,-14,
-8,-8,0,8,-4,-4,2,-12,-10,-26,-24,-14,
-8,-8,0,8,-4,-4,2,-12,-10,-25,-23,-14,
-9,-9,0,9,-4,-4,2,-12,-10,-26,-23,-14,
-10,-7,3,9,-6,-2,2,-11,-9,-24,-22,-13,
-9,-8,1,9,-5,-3,3,-11,-8,-24,-22,-13,
-10,-9,1,10,-5,-4,3,-10,-8,-23,-22,-13,
-9,-10,-1,10,-4,-5,3,-9,-7,-22,-21,-14,
-8,-10,-2,9,-3,-6,3,-9,-7,-22,-21,-15,
-8,-10,-2,9,-3,-6,4,-9,-7,-22,-21,-16,
-8,-11,-3,10,-2,-7,4,-9,-6,-22,-21,-16,
-9,-12,-3,11,-3,-7,4,-9,-6,-23,-23,-17,
-10,-11,-1,11,-4,-6,4,-9,-5,-23,-23,-17,
-9,-9,0,9,-4,-4,4,-9,-5,-22,-22,-17,
-8,-8,0,8,-4,-4,4,-9,-4,-21,-23,-17,
-8,-8,0,8,-4,-4,4,-9,-4,-21,-23,-17,
-9,-10,-1,10,-4,-5,4,-8,-3,-20,-23,-18,
-10,-11,-1,11,-4,-6,4,-7,-1,-20,-23,-17,
