‡T,‡U,‡V,aVR,aVL,aVF,V1,V2,V3,V4,V5,V6
-10,-1,9,6,-9,4,9,-6,-5,-5,-5,-13,
-9,-1,8,5,-8,4,8,-7,-5,-7,-6,-14,
-9,-1,8,5,-8,4,8,-8,-5,-6,-5,-13,
-10,0,10,5,-10,5,8,-8,-5,-6,-6,-15,
-9,0,9,5,-9,5,9,-8,-4,-7,-6,-15,
-9,-2,7,6,-8,3,8,-8,-4,-7,-6,-12,
-8,-4,4,6,-6,0,8,-6,-4,-7,-6,-12,
-7,-3,4,5,-5,1,9,-6,-4,-7,-7,-12,
-8,-2,6,5,-7,2,9,-6,-4,-7,-8,-14,
-9,-4,5,7,-7,1,9,-6,-6,-7,-9,-15,
-6,-2,4,4,-5,1,7,-8,-7,-10,-10,-15,
-3,1,4,1,-3,3,8,-8,-7,-8,-8,-13,
-3,3,6,0,-4,5,10,-7,-4,-8,-7,-13,
-4,3,7,1,-5,5,10,-6,-4,-9,-8,-14,
-8,0,8,4,-8,4,10,-6,-3,-8,-7,-14,
-11,-2,9,7,-10,4,11,-6,-3,-8,-6,-13,
-11,-2,9,7,-10,4,11,-6,-4,-9,-6,-13,
-12,0,12,6,-12,6,9,-7,-6,-9,-7,-14,
-12,-1,11,7,-11,5,9,-7,-6,-8,-6,-13,
-11,-2,9,7,-10,4,9,-7,-6,-7,-6,-13,
-9,-2,7,6,-8,3,9,-7,-5,-7,-8,-14,
-11,-4,7,8,-9,2,9,-6,-6,-8,-8,-15,
-12,-5,7,9,-9,1,9,-6,-4,-7,-6,-14,
-12,-3,9,8,-10,3,10,-4,-4,-7,-6,-12,
-10,-3,7,7,-8,2,12,-4,-4,-6,-5,-13,
-7,-1,6,4,-6,3,12,-3,-3,-6,-5,-13,
-7,-2,5,5,-6,2,11,-4,-5,-7,-8,-13,
-8,-5,3,7,-5,-1,11,-5,-6,-9,-9,-14,
-11,-4,7,8,-9,2,12,-4,-5,-9,-9,-14,
-15,-3,12,9,-13,5,14,0,-2,-7,-7,-11,
-13,-1,12,7,-12,6,15,0,-1,-7,-6,-10,
-11,0,11,6,-11,6,14,-1,-2,-7,-7,-11,
-10,2,12,4,-11,7,14,-1,-1,-6,-7,-12,
-10,1,11,5,-10,6,15,-1,-2,-5,-6,-11,
-9,-1,8,5,-8,4,15,0,-3,-6,-6,-11,
-9,-2,7,6,-8,3,14,-1,-5,-8,-9,-14,
-9,-2,7,6,-8,3,14,0,-4,-9,-8,-13,
-7,0,7,4,-7,4,16,1,-2,-7,-6,-11,
-5,2,7,2,-6,5,16,1,-1,-5,-5,-10,
-6,2,8,2,-7,5,13,0,-1,-6,-7,-11,
-7,0,7,4,-7,4,14,1,-1,-6,-7,-11,
-6,-1,5,4,-5,2,14,0,-2,-7,-10,-12,
-8,-3,5,6,-6,1,14,0,-3,-8,-11,-12,
-12,-3,9,8,-10,3,14,0,-3,-8,-10,-12,
-15,-3,12,9,-13,5,15,0,-2,-7,-10,-12,
-9,-2,7,6,-8,3,14,0,-2,-7,-9,-11,
-10,-2,8,6,-9,3,14,0,-2,-8,-10,-13,
-11,-2,9,7,-10,4,14,0,-3,-8,-9,-13,
-12,-3,9,8,-10,3,15,0,-2,-7,-9,-13,
-15,-3,12,9,-13,5,15,0,-2,-7,-9,-14,
-13,-3,10,8,-11,4,15,0,-2,-7,-9,-14,
-9,-2,7,6,-8,3,15,0,-2,-7,-10,-16,
-6,0,6,3,-6,3,16,2,0,-6,-10,-16,
-6,0,6,3,-6,3,17,2,0,-6,-10,-15,
-8,-3,5,6,-6,1,16,2,-2,-7,-11,-16,
-10,-2,8,6,-9,3,16,2,-1,-7,-11,-17,
-8,-1,7,5,-7,3,17,3,-1,-6,-8,-15,
-9,-1,8,5,-8,4,17,3,-1,-6,-7,-14,
-10,-1,9,6,-9,4,17,3,-1,-5,-7,-13,
-10,-1,9,6,-9,4,18,3,-1,-5,-8,-14,
-5,1,6,2,-5,4,16,1,-2,-7,-8,-15,
-7,0,7,4,-7,4,16,2,-1,-6,-8,-16,
-15,-4,11,10,-13,4,18,4,0,-5,-6,-11,
-15,-5,10,10,-12,3,18,2,-2,-6,-6,-10,
-9,-3,6,6,-7,2,18,2,-2,-5,-6,-12,
-7,0,7,4,-7,4,19,2,-1,-4,-5,-12,
-8,0,8,4,-8,4,18,2,0,-4,-4,-13,
-11,-1,10,6,-10,5,19,2,0,-4,-4,-12,
-10,-1,9,6,-9,4,17,2,0,-4,-4,-11,
-8,0,8,4,-8,4,16,3,0,-4,-5,-10,
-6,0,6,3,-6,3,16,3,0,-4,-4,-11,
-4,1,5,2,-4,3,15,3,-1,-4,-5,-11,
-3,3,6,0,-4,5,14,2,0,-5,-6,-11,
-4,1,5,2,-4,3,14,2,0,-5,-5,-11,
-8,0,8,4,-8,4,15,2,0,-5,-5,-12,
-8,1,9,4,-8,5,15,2,1,-5,-5,-12,
-5,4,9,1,-7,7,15,1,1,-4,-4,-11,
-3,4,7,0,-5,6,16,1,0,-4,-5,-12,
-2,2,4,0,-3,3,15,1,1,-4,-4,-13,
-6,0,6,3,-6,3,15,1,0,-4,-4,-16,
-8,-1,7,5,-7,3,15,1,0,-4,-4,-17,
-11,-3,8,7,-9,3,15,0,0,-4,-3,-15,
-11,-4,7,8,-9,2,14,-1,-2,-6,-5,-18,
-10,-3,7,7,-8,2,13,-1,-4,-7,-8,-20,
-13,-3,10,8,-11,4,13,-1,-3,-6,-6,-19,
-14,-4,10,9,-12,3,12,-2,-3,-6,-6,-17,
-13,-4,9,9,-11,3,12,-4,-2,-8,-6,-17,
-12,-3,9,8,-10,3,13,-4,-2,-7,-5,-16,
-9,-1,8,5,-8,4,10,-5,-3,-8,-5,-18,
-8,-1,7,5,-7,3,9,-6,-5,-10,-8,-19,
-11,-3,8,7,-9,3,9,-6,-6,-10,-9,-19,
-12,-2,10,7,-11,4,11,-3,-3,-8,-8,-18,
-9,2,11,4,-10,7,13,0,0,-7,-6,-17,
-7,4,11,2,-9,8,12,-2,0,-8,-6,-17,
-7,1,8,3,-7,5,11,-3,-2,-11,-8,-19,
-12,-2,10,7,-11,4,11,-2,-2,-11,-9,-20,
-9,-1,8,5,-8,4,11,-2,-2,-10,-8,-20,
-4,-2,2,3,-3,0,11,-4,-2,-10,-8,-20,
-5,-2,3,4,-4,1,11,-5,-4,-10,-9,-21,
-5,0,5,3,-5,3,11,-5,-3,-10,-8,-20,
-4,-1,3,3,-3,1,11,-6,-5,-9,-9,-20,
-6,-4,2,5,-4,-1,10,-7,-5,-9,-10,-20,
-10,-7,3,9,-6,-2,12,-7,-4,-9,-8,-17,
-14,-8,6,11,-10,-1,11,-9,-6,-10,-9,-18,
-10,-6,4,8,-7,-1,11,-10,-7,-11,-12,-18,
-6,-3,3,5,-4,0,10,-10,-7,-11,-12,-18,
-5,-3,2,4,-3,0,11,-9,-7,-10,-11,-18,
-9,-4,5,7,-7,1,11,-9,-6,-8,-9,-16,
-10,0,10,5,-10,5,9,-10,-6,-9,-10,-19,
-10,1,11,5,-10,6,7,-11,-7,-11,-13,-21,
-10,-3,7,7,-8,2,9,-9,-6,-11,-12,-19,
-7,-4,3,6,-5,0,10,-7,-4,-11,-10,-18,
-3,-2,1,3,-2,0,11,-6,-3,-10,-9,-16,
-4,-3,1,4,-2,-1,11,-7,-3,-10,-8,-16,
-7,-7,0,7,-3,-3,11,-7,-5,-10,-8,-17,
-12,-9,3,11,-7,-3,12,-7,-4,-9,-7,-16,
-11,-9,2,10,-6,-3,13,-8,-4,-9,-7,-15,
-9,-8,1,9,-5,-3,12,-8,-4,-9,-7,-14,
-8,-7,1,8,-4,-3,12,-7,-3,-9,-7,-15,
-4,-5,-1,5,-1,-3,10,-8,-4,-10,-9,-17,
-3,-4,-1,4,-1,-2,9,-8,-5,-11,-10,-18,
-9,-6,3,8,-6,-1,9,-7,-4,-10,-10,-16,
-11,-6,5,9,-8,0,9,-7,-4,-10,-11,-17,
-5,-4,1,5,-3,-1,9,-8,-6,-12,-13,-20,
-6,-3,3,5,-4,0,9,-8,-5,-11,-13,-20,
-7,-2,5,5,-6,2,8,-8,-6,-11,-14,-20,
-7,-3,4,5,-5,1,8,-8,-6,-11,-13,-17,
-5,-6,-1,6,-2,-3,8,-7,-6,-9,-11,-16,
-5,-3,2,4,-3,0,8,-6,-5,-9,-8,-15,
-7,-3,4,5,-5,1,9,-6,-4,-10,-7,-15,
-9,-6,3,8,-6,-1,10,-6,-5,-10,-7,-15,
-12,-9,3,11,-7,-3,9,-6,-5,-12,-8,-15,
-11,-7,4,9,-7,-1,9,-5,-5,-11,-8,-16,
-9,-5,4,7,-6,0,7,-7,-6,-12,-11,-17,
-9,-6,3,8,-6,-1,6,-9,-8,-13,-13,-18,
-8,-8,0,8,-4,-4,7,-8,-6,-12,-12,-17,
-8,-9,-1,9,-3,-5,9,-8,-5,-11,-11,-15,
-10,-9,1,10,-5,-4,8,-8,-5,-11,-11,-16,
-11,-8,3,10,-7,-2,7,-10,-7,-13,-13,-19,
-10,-9,1,10,-5,-4,7,-11,-7,-15,-15,-19,
-8,-9,-1,9,-3,-5,8,-9,-6,-14,-13,-18,
-6,-6,0,6,-3,-3,9,-7,-6,-14,-13,-18,
-6,-4,2,5,-4,-1,9,-6,-5,-12,-12,-17,
-6,-4,2,5,-4,-1,9,-6,-5,-12,-11,-14,
-6,-6,0,6,-3,-3,7,-7,-7,-14,-13,-16,
-5,-7,-2,6,-1,-4,7,-9,-7,-13,-12,-16,
-2,-5,-3,4,1,-4,7,-10,-7,-13,-12,-17,
0,-5,-5,3,3,-5,9,-9,-7,-12,-12,-16,
-3,-4,-1,4,-1,-2,8,-8,-7,-12,-11,-15,
-6,-5,1,6,-3,-2,8,-9,-7,-13,-12,-16,
-11,-7,4,9,-7,-1,7,-9,-7,-14,-11,-15,
-10,-8,2,9,-6,-3,6,-11,-7,-16,-12,-15,
-9,-8,1,9,-5,-3,6,-11,-8,-16,-12,-15,
-8,-6,2,7,-5,-2,6,-10,-8,-16,-11,-14,
-6,-5,1,6,-3,-2,6,-11,-8,-16,-11,-14,
-8,-6,2,7,-5,-2,6,-11,-8,-16,-10,-15,
-10,-6,4,8,-7,-1,8,-9,-5,-15,-9,-14,
-8,-7,1,8,-4,-3,8,-9,-4,-14,-9,-15,
-6,-7,-1,7,-2,-4,7,-10,-4,-15,-10,-16,
-8,-7,1,8,-4,-3,8,-9,-4,-14,-10,-16,
-10,-6,4,8,-7,-1,9,-9,-4,-12,-9,-13,
-8,-3,5,6,-6,1,8,-9,-5,-12,-9,-13,
-3,-2,1,3,-2,0,8,-10,-7,-12,-10,-14,
-2,-4,-2,3,0,-3,7,-9,-7,-12,-10,-15,
-2,-6,-4,4,1,-5,6,-10,-7,-14,-11,-17,
-3,-7,-4,5,1,-5,6,-11,-8,-14,-12,-20,
-3,-6,-3,5,0,-4,6,-11,-8,-15,-12,-21,
-4,-6,-2,5,-1,-4,6,-11,-7,-14,-11,-20,
-10,-8,2,9,-6,-3,6,-11,-6,-15,-11,-20,
-12,-11,1,12,-6,-5,5,-13,-8,-15,-13,-21,
-13,-11,2,12,-7,-4,5,-14,-9,-15,-13,-21,
-12,-10,2,11,-7,-4,5,-13,-8,-14,-11,-18,
-10,-7,3,9,-6,-2,6,-11,-7,-13,-11,-16,
-2,-5,-3,4,1,-4,7,-10,-4,-12,-10,-15,
-2,-8,-6,5,2,-7,7,-10,-5,-13,-9,-14,
-8,-9,-1,9,-3,-5,7,-10,-7,-14,-12,-16,
-10,-7,3,9,-6,-2,7,-9,-7,-13,-13,-16,
-7,-5,2,6,-4,-1,7,-9,-7,-12,-12,-12,
-2,-3,-1,3,0,-2,6,-9,-6,-12,-12,-13,
0,-2,-2,1,1,-2,5,-10,-6,-13,-13,-15,
-1,-4,-3,3,1,-3,4,-11,-6,-14,-13,-15,
-6,-7,-1,7,-2,-4,4,-13,-5,-14,-12,-15,
-9,-9,0,9,-4,-4,6,-11,-4,-14,-10,-14,
-6,-8,-2,7,-2,-5,7,-10,-4,-13,-9,-13,
-1,-6,-5,4,2,-5,7,-10,-4,-13,-8,-12,
3,-4,-7,1,5,-5,7,-9,-5,-12,-8,-13,
3,-5,-8,1,6,-6,7,-8,-4,-12,-8,-14,
-7,-8,-1,8,-3,-4,7,-8,-5,-12,-9,-16,
-13,-10,3,12,-8,-3,6,-9,-4,-12,-7,-15,
-10,-8,2,9,-6,-3,6,-8,-3,-11,-6,-14,
-7,-6,1,7,-4,-2,7,-8,-3,-11,-6,-14,
-7,-6,1,7,-4,-2,6,-10,-4,-13,-9,-16,
-4,-7,-3,6,0,-5,6,-11,-4,-13,-10,-17,
-1,-6,-5,4,2,-5,6,-10,-5,-13,-9,-17,
-4,-7,-3,6,0,-5,5,-10,-5,-13,-10,-19,
-8,-8,0,8,-4,-4,5,-11,-5,-13,-10,-20,
-9,-8,1,9,-5,-3,5,-11,-6,-12,-10,-19,
-8,-8,0,8,-4,-4,5,-11,-7,-13,-11,-18,
-5,-8,-3,7,-1,-5,4,-11,-6,-13,-11,-18,
-4,-8,-4,6,0,-6,4,-13,-6,-14,-13,-19,
-6,-9,-3,8,-1,-6,5,-10,-5,-13,-14,-19,
-7,-8,-1,8,-3,-4,6,-9,-4,-11,-13,-17,
-2,-7,-5,5,2,-6,6,-7,-3,-10,-12,-15,
-4,-7,-3,6,0,-5,6,-7,-3,-10,-12,-14,
-5,-5,0,5,-2,-2,5,-8,-4,-11,-12,-16,
-4,-5,-1,5,-1,-3,5,-9,-4,-13,-13,-18,
-6,-5,1,6,-3,-2,5,-9,-4,-13,-11,-17,
-8,-1,7,5,-7,3,7,-8,-3,-11,-9,-14,
-1,5,6,-2,-3,6,7,-7,-2,-11,-8,-14,
2,7,5,-4,-1,6,8,-7,-2,-10,-7,-14,
1,7,6,-4,-2,7,8,-7,-1,-9,-6,-13,
0,8,8,-4,-4,8,10,-5,0,-7,-5,-12,
-5,7,12,-1,-8,10,13,-4,2,-6,-5,-9,
-6,5,11,1,-8,8,13,-4,2,-5,-5,-8,
-3,4,7,0,-5,6,13,-4,3,-5,-5,-8,
0,2,2,-1,-1,2,12,-5,3,-6,-7,-10,
-2,2,4,0,-3,3,14,-3,3,-5,-6,-11,
-2,4,6,-1,-4,5,16,0,5,-3,-4,-10,
-2,3,5,0,-3,4,17,1,7,-3,-4,-10,
-6,-1,5,4,-5,2,17,1,7,-5,-5,-11,
-7,-2,5,5,-6,2,17,1,6,-5,-6,-12,
-7,-1,6,4,-6,3,15,0,5,-6,-7,-11,
-3,2,5,1,-4,4,17,2,7,-5,-7,-12,
1,6,5,-3,-2,6,16,1,7,-5,-7,-15,
1,5,4,-3,-1,5,15,1,7,-5,-5,-12,
1,4,3,-2,-1,4,14,1,7,-4,-5,-9,
2,3,1,-2,1,2,11,-2,5,-6,-7,-11,
2,3,1,-2,1,2,9,-5,3,-7,-7,-10,
5,6,1,-5,2,4,7,-5,4,-5,-4,-6,
6,10,4,-8,1,7,6,-6,4,-4,-2,-4,
6,13,7,-9,0,10,5,-7,3,-4,-1,-3,
6,9,3,-7,2,6,3,-9,0,-6,-3,-6,
6,4,-2,-5,4,1,1,-10,0,-7,-5,-9,
8,6,-2,-7,5,2,-1,-11,0,-8,-5,-9,
9,8,-1,-8,5,4,-2,-12,-1,-10,-4,-8,
9,10,1,-9,4,6,-3,-12,0,-9,-3,-7,
9,12,3,-10,3,8,-1,-12,0,-8,-3,-6,
8,9,1,-8,4,5,-1,-12,0,-8,-3,-6,
7,8,1,-7,3,5,-2,-13,-1,-10,-5,-7,
9,7,-2,-8,6,3,-2,-13,-1,-11,-6,-7,
3,2,-1,-2,2,1,0,-13,-2,-10,-8,-8,
-3,-3,0,3,-1,-1,0,-13,-2,-10,-8,-8,
0,-3,-3,2,2,-3,1,-12,0,-8,-7,-7,
4,0,-4,-2,4,-2,4,-11,1,-6,-5,-6,
6,0,-6,-3,6,-3,5,-9,2,-4,-2,-5,
6,-1,-7,-2,7,-4,6,-7,3,-3,-2,-6,
6,1,-5,-3,6,-2,6,-7,2,-4,-2,-6,
7,3,-4,-5,6,0,6,-7,2,-6,-4,-7,
7,4,-3,-5,5,1,7,-6,3,-4,-3,-6,
6,5,-1,-5,4,2,7,-7,3,-5,-3,-6,
3,5,2,-4,1,4,7,-8,2,-4,-2,-5,
3,5,2,-4,1,4,7,-8,3,-2,-1,-4,
3,3,0,-3,2,2,7,-9,3,-2,-1,-3,
4,3,-1,-3,3,1,7,-9,2,-3,-3,-6,
4,2,-2,-3,3,0,8,-11,2,-4,-4,-6,
3,0,-3,-1,3,-1,6,-12,0,-9,-8,-10,
1,-2,-3,1,2,-2,6,-12,-2,-13,-11,-12,
-2,-5,-3,4,1,-4,7,-12,-2,-12,-11,-11,
-5,-9,-4,7,0,-6,6,-13,-3,-11,-11,-11,
-7,-13,-6,10,0,-9,5,-14,-4,-11,-11,-12,
-6,-14,-8,10,1,-11,3,-14,-6,-12,-11,-12,
-5,-12,-7,9,1,-9,1,-16,-9,-13,-13,-16,
-4,-10,-6,7,1,-8,0,-18,-12,-14,-15,-18,
-1,-10,-9,6,4,-9,1,-17,-12,-14,-14,-17,
-4,-11,-7,8,2,-9,1,-17,-12,-14,-13,-17,
-7,-11,-4,9,-1,-7,1,-18,-14,-16,-15,-19,
-7,-11,-4,9,-1,-7,1,-19,-14,-17,-15,-19,
-5,-11,-6,8,1,-8,1,-19,-13,-16,-13,-17,
0,-7,-7,4,4,-7,3,-17,-12,-16,-13,-16,
0,-8,-8,4,4,-8,4,-17,-12,-15,-13,-14,
-5,-11,-6,8,1,-8,5,-16,-11,-15,-14,-15,
-8,-12,-4,10,-2,-8,5,-16,-11,-15,-16,-17,
-9,-15,-6,12,-1,-10,5,-13,-9,-14,-16,-16,
-10,-18,-8,14,-1,-13,6,-11,-8,-14,-15,-13,
-11,-16,-5,14,-3,-10,7,-8,-6,-14,-15,-14,
-10,-18,-8,14,-1,-13,10,0,-4,-13,-15,-15,
-7,-21,-14,14,4,-17,13,8,-1,-12,-19,-19,
-3,-20,-17,12,7,-18,19,21,4,-9,-19,-19,
1,-16,-17,8,9,-16,29,39,15,-2,-16,-17,
6,-14,-20,4,13,-17,40,58,30,8,-11,-15,
8,-11,-19,2,14,-15,52,76,49,21,-4,-12,
12,-10,-22,-1,17,-16,62,88,70,36,5,-6,
20,-4,-24,-8,22,-14,66,97,91,55,17,0,
30,6,-24,-18,27,-9,67,103,115,77,32,9,
36,16,-20,-26,28,-2,66,109,141,104,53,25,
44,24,-20,-34,32,2,54,108,164,132,74,41,
55,40,-15,-47,35,13,33,98,181,161,99,60,
69,60,-9,-64,39,26,9,86,198,193,129,81,
85,82,-3,-83,44,40,-24,66,214,225,158,105,
100,106,6,-103,47,56,-62,37,229,258,191,133,
119,135,16,-127,52,76,-105,0,240,291,223,160,
136,155,19,-145,59,87,-148,-42,242,313,251,182,
150,171,21,-160,65,96,-188,-84,240,329,272,201,
157,183,26,-170,66,105,-227,-129,233,341,294,220,
154,189,35,-171,60,112,-266,-174,220,346,311,238,
154,197,43,-175,56,120,-301,-217,205,347,326,254,
157,207,50,-182,54,129,-328,-253,186,348,338,268,
155,208,53,-181,51,131,-343,-279,162,339,337,271,
149,200,51,-174,49,126,-346,-294,131,319,325,264,
138,189,51,-163,44,120,-334,-292,106,293,307,252,
120,172,52,-146,34,112,-308,-274,83,251,268,224,
101,148,47,-124,27,98,-273,-248,55,187,211,183,
84,118,34,-101,25,76,-241,-229,18,114,151,141,
62,93,31,-77,16,62,-206,-209,-12,53,100,105,
44,73,29,-58,8,51,-171,-183,-27,16,66,77,
31,53,22,-42,5,38,-138,-153,-35,-4,41,53,
22,35,13,-28,5,24,-106,-124,-40,-13,23,35,
16,25,9,-20,4,17,-78,-96,-41,-16,12,22,
10,19,9,-14,1,14,-54,-70,-39,-13,6,14,
6,13,7,-9,0,10,-36,-48,-36,-9,3,8,
3,7,4,-5,0,6,-22,-33,-32,-7,0,2,
3,8,5,-5,-1,7,-14,-25,-26,-6,0,-1,
4,8,4,-6,0,6,-9,-21,-20,-6,-3,-3,
3,3,0,-3,2,2,-8,-20,-13,-8,-6,-5,
-4,-1,3,3,-3,1,-3,-15,-5,-7,-7,-6,
-8,-5,3,7,-5,-1,0,-10,1,-5,-8,-11,
-7,-8,-1,8,-3,-4,6,-4,4,-4,-9,-11,
-3,-8,-5,6,1,-6,12,2,3,-3,-8,-10,
-2,-7,-5,5,2,-6,16,5,0,-3,-9,-11,
-4,-6,-2,5,-1,-4,18,8,-6,-4,-10,-12,
-5,-5,0,5,-2,-2,17,7,-10,-6,-12,-13,
-6,-4,2,5,-4,-1,17,4,-13,-10,-13,-13,
-7,-6,1,7,-4,-2,17,4,-12,-11,-14,-14,
-11,-8,3,10,-7,-2,17,3,-12,-14,-18,-17,
-13,-10,3,12,-8,-3,17,3,-11,-16,-21,-19,
-13,-12,1,13,-7,-5,18,2,-11,-18,-22,-21,
-10,-11,-1,11,-4,-6,18,4,-9,-17,-21,-20,
-8,-9,-1,9,-3,-5,19,6,-9,-17,-20,-19,
-9,-10,-1,10,-4,-5,21,6,-10,-18,-22,-19,
-14,-12,2,13,-8,-5,22,7,-11,-17,-22,-20,
-12,-12,0,12,-6,-6,22,9,-12,-17,-21,-18,
-9,-7,2,8,-5,-2,23,9,-11,-17,-20,-18,
-8,-7,1,8,-4,-3,24,8,-11,-17,-20,-18,
-8,-7,1,8,-4,-3,24,8,-10,-16,-19,-18,
-8,-9,-1,9,-3,-5,24,9,-11,-16,-19,-18,
-11,-9,2,10,-6,-3,25,9,-10,-16,-20,-20,
-13,-9,4,11,-8,-2,25,10,-10,-16,-20,-20,
-14,-12,2,13,-8,-5,26,11,-10,-16,-20,-21,
-15,-14,1,15,-8,-6,24,11,-12,-18,-22,-23,
-15,-14,1,15,-8,-6,24,11,-12,-18,-23,-23,
-14,-10,4,12,-9,-3,24,11,-11,-15,-22,-21,
-11,-10,1,11,-6,-4,24,12,-11,-15,-20,-22,
-9,-10,-1,10,-4,-5,24,11,-12,-15,-23,-23,
-14,-10,4,12,-9,-3,27,11,-11,-15,-22,-21,
-17,-8,9,13,-13,1,27,12,-9,-15,-21,-19,
-15,-8,7,12,-11,0,26,11,-9,-15,-21,-19,
-11,-7,4,9,-7,-1,25,10,-11,-17,-23,-21,
-11,-8,3,10,-7,-2,25,10,-11,-17,-23,-23,
-14,-12,2,13,-8,-5,24,11,-12,-18,-24,-26,
-15,-13,2,14,-8,-5,23,11,-11,-19,-23,-27,
-16,-11,5,14,-10,-3,24,11,-11,-18,-21,-25,
-18,-9,9,14,-13,0,24,12,-10,-18,-21,-23,
-14,-9,5,12,-9,-2,24,13,-10,-19,-23,-23,
-11,-9,2,10,-6,-3,26,14,-9,-16,-22,-22,
-8,-6,2,7,-5,-2,26,15,-9,-17,-23,-23,
-6,-4,2,5,-4,-1,25,15,-11,-18,-23,-24,
-7,-1,6,4,-6,3,26,16,-9,-18,-22,-22,
-6,0,6,3,-6,3,30,21,-6,-15,-19,-19,
-5,0,5,3,-5,3,31,23,-5,-13,-19,-20,
-7,0,7,4,-7,4,30,22,-5,-13,-18,-19,
-7,0,7,4,-7,4,27,21,-6,-15,-20,-20,
-6,-1,5,4,-5,2,27,21,-6,-15,-21,-23,
-6,-5,1,6,-3,-2,27,22,-4,-15,-21,-25,
-12,-9,3,11,-7,-3,27,22,-5,-14,-21,-22,
-18,-9,9,14,-13,0,27,22,-5,-14,-22,-23,
-18,-6,12,12,-15,3,26,21,-6,-15,-25,-25,
-16,-4,12,10,-14,4,26,20,-7,-16,-26,-27,
-13,-4,9,9,-11,3,27,22,-5,-14,-23,-25,
-11,-4,7,8,-9,2,27,23,-4,-12,-24,-23,
-11,-2,9,7,-10,4,28,23,-4,-12,-25,-22,
-9,0,9,5,-9,5,28,23,-4,-12,-24,-22,
-8,-1,7,5,-7,3,28,24,-4,-13,-23,-23,
-8,-4,4,6,-6,0,29,25,-4,-12,-23,-23,
-10,-1,9,6,-9,4,29,25,-4,-13,-24,-25,
-9,4,13,3,-11,9,29,25,-2,-13,-23,-26,
-8,3,11,3,-9,7,30,28,-2,-12,-20,-25,
-8,1,9,4,-8,5,31,28,-2,-11,-20,-23,
-9,1,10,4,-9,6,33,29,0,-9,-19,-22,
-10,0,10,5,-10,5,32,29,0,-9,-19,-22,
-11,1,12,5,-11,7,32,31,1,-9,-18,-21,
-13,1,14,6,-13,8,33,32,2,-9,-19,-21,
-12,-2,10,7,-11,4,33,32,2,-9,-18,-21,
-8,0,8,4,-8,4,33,33,3,-8,-18,-22,
-10,0,10,5,-10,5,32,33,4,-8,-19,-24,
-10,-1,9,6,-9,4,32,33,3,-9,-21,-25,
-9,-1,8,5,-8,4,31,32,2,-11,-21,-26,
-11,-3,8,7,-9,3,32,35,3,-11,-22,-26,
-13,-4,9,9,-11,3,34,37,6,-9,-20,-24,
-12,0,12,6,-12,6,34,38,7,-9,-21,-23,
-8,0,8,4,-8,4,34,40,9,-7,-22,-23,
-6,0,6,3,-6,3,34,42,9,-7,-22,-23,
-6,2,8,2,-7,5,35,44,9,-7,-21,-22,
-11,-2,9,7,-10,4,37,46,10,-6,-20,-22,
-14,-3,11,9,-12,4,37,47,12,-6,-19,-21,
-13,-1,12,7,-12,6,38,50,14,-3,-19,-19,
-10,0,10,5,-10,5,38,49,15,-2,-20,-19,
-5,0,5,3,-5,3,38,49,15,-2,-20,-20,
-4,2,6,1,-5,4,40,52,18,0,-18,-17,
-4,2,6,1,-5,4,40,54,20,0,-17,-16,
-7,0,7,4,-7,4,40,56,20,-1,-17,-16,
-9,-1,8,5,-8,4,40,57,20,-2,-19,-18,
-9,2,11,4,-10,7,40,60,22,0,-19,-18,
-8,6,14,1,-11,10,43,63,25,2,-17,-16,
-6,9,15,-1,-10,12,44,65,27,3,-16,-15,
-3,11,14,-4,-8,13,45,66,29,4,-15,-16,
-5,8,13,-1,-9,11,45,67,29,5,-15,-16,
-7,5,12,1,-9,9,45,68,30,7,-14,-16,
-1,7,8,-3,-4,8,45,70,31,7,-13,-15,
0,9,9,-4,-4,9,46,73,33,8,-11,-15,
-2,9,11,-3,-6,10,46,76,35,10,-11,-15,
-1,7,8,-3,-4,8,47,78,36,10,-12,-16,
1,5,4,-3,-1,5,46,78,37,10,-14,-16,
0,6,6,-3,-3,6,46,81,40,11,-13,-16,
-2,8,10,-3,-6,9,47,83,43,13,-12,-17,
-3,5,8,-1,-5,7,46,84,44,13,-11,-16,
-2,7,9,-2,-5,8,46,85,46,13,-9,-15,
-4,10,14,-3,-9,12,47,89,49,16,-7,-13,
-4,12,16,-4,-10,14,50,93,53,18,-4,-12,
0,14,14,-7,-7,14,50,95,56,21,-4,-13,
3,17,14,-10,-5,16,50,96,56,21,-5,-13,
6,18,12,-12,-3,15,50,96,57,22,-3,-11,
7,19,12,-13,-2,16,50,98,59,25,0,-8,
2,20,18,-11,-8,19,51,99,63,29,1,-7,
0,23,23,-11,-11,23,52,101,66,31,4,-5,
3,23,20,-13,-8,22,51,103,68,32,4,-6,
5,17,12,-11,-3,15,49,103,67,31,1,-7,
5,14,9,-9,-2,12,47,103,67,31,1,-9,
5,17,12,-11,-3,15,48,105,70,34,3,-8,
5,20,15,-12,-5,18,49,107,74,36,5,-4,
7,23,16,-15,-4,20,49,107,76,37,7,-3,
10,25,15,-17,-2,20,48,108,78,39,9,-2,
10,25,15,-17,-2,20,48,108,78,39,8,-3,
7,26,19,-16,-6,23,48,108,81,41,9,-4,
3,27,24,-15,-10,26,48,108,82,41,9,-3,
5,28,23,-16,-9,26,46,107,82,41,9,-3,
10,29,19,-19,-4,24,46,108,83,42,9,-2,
